Employee_ID,Employee_Name,Job_Title,Hire_Date,Salary,Work_Location,Employment_Status
18129,Ravi,Content Writer,30-10-2013,66515,Chandigarh,Terminated
18130,Sunil,Cloud Engineer,12-06-2020,260108,Chennai,On Leave
18131,Akash,System Administrator,25-02-2006,41100,Coimbatore,Retired
18132,Divya,Content Writer,13-11-2012,53496,Nagpur,Part-Time
18133,Anita,Recruiter,05-10-2013,100075,Tokyo,Probation
18134,Vivek,Chief Financial Officer (CFO),31-08-2002,196246,Coimbatore,Contract
18135,Akash,Chief Financial Officer (CFO),05-03-2015,48811,Paris,Probation
18136,Harsh,Financial Analyst,23-01-2015,55075,Ahmedabad,Internship
18137,Meena,HR Manager,17-03-2016,131044,Pune,Resigned
18138,Kavita,Research Scientist,22-01-2013,245089,Tokyo,Freelance
18140,Shreya,Graphic Designer,22-03-2005,295633,Dubai,Probation
18141,Manoj,Software Engineer,05-04-2021,45282,Nagpur,Internship
18143,Pankaj,HR Manager,07-09-2017,122001,Coimbatore,Part-Time
18144,Nisha,Chief Technology Officer (CTO),04-06-2023,127013,New York,Probation
18145,Jyoti,Chief Technology Officer (CTO),21-10-2007,214556,Delhi,Retired
18146,Gaurav,Sales Manager,19-05-2022,63372,Tokyo,On Leave
18147,Sunil,Cloud Engineer,24-05-2000,217173,Toronto,Terminated
18148,Jyoti,Chief Financial Officer (CFO),12-02-2001,146840,Paris,Terminated
18149,Pankaj,Chief Executive Officer (CEO),29-08-2000,272129,Noida,On Leave
18150,Pooja,Data Analyst,03-04-2009,15337,Kolkata,Freelance
18151,Chirag,Intern,21-01-2005,233917,Thiruvananthapuram,Resigned
18152,Nitin,Chief Financial Officer (CFO),12-07-2022,231573,Sydney,Full-Time
18153,Rekha,Project Coordinator,14-02-2019,233104,London,Freelance
18155,Karan,Technical Architect,23-08-2004,138246,Gurgaon,Freelance
18156,Ravi,Machine Learning Engineer,30-04-2001,15742,San Francisco,Internship
18159,Ishita,Intern,06-06-2023,51115,Singapore,Retired
18161,Sakshi,IT Support,01-05-2017,254370,Indore,Retired
18162,Shreya,Quality Assurance Engineer,22-12-2013,271108,Kolkata,Internship
18163,Mohit,Machine Learning Engineer,12-02-2009,279765,Delhi,Probation
18164,Pallavi,Team Lead,20-07-2015,211485,Coimbatore,Full-Time
18165,Vikas,Team Lead,13-12-2025,109390,Toronto,Freelance
18166,Anita,Research Scientist,23-03-2019,192371,Noida,Part-Time
18167,Neha,DevOps Engineer,07-09-2014,228578,Nagpur,Terminated
18168,Shreya,Machine Learning Engineer,22-09-2000,196724,London,On Leave
18169,Shreya,Recruiter,10-08-2024,195478,Toronto,Terminated
18170,Vikas,Technical Architect,14-04-2008,96456,Coimbatore,Freelance
18171,Seema,Sales Manager,10-10-2004,61254,San Francisco,Retired
18172,Karan,IT Support,20-08-2004,251384,Mumbai,Part-Time
18173,Swati,DevOps Engineer,09-03-2018,19485,London,Contract
18174,Seema,Business Analyst,05-01-2005,53627,London,Retired
18175,Anjali,Software Engineer,23-08-2024,190650,Tokyo,Internship
18177,Rakesh,Graphic Designer,10-01-2013,97325,Singapore,Probation
18178,Chirag,System Administrator,02-02-2025,263259,Chennai,Internship
18179,Rohan,Data Analyst,28-06-2023,119924,Chennai,Probation
18181,Mohit,Data Analyst,02-11-2000,299889,Gurgaon,Resigned
18182,Maya,Operations Manager,30-07-2003,159711,Thiruvananthapuram,Probation
18183,Kavita,Financial Analyst,25-12-2022,134936,Tokyo,Probation
18184,Rohan,Operations Manager,02-02-2006,113154,Ahmedabad,Internship
18185,Ishita,Intern,27-11-2018,198286,Bengaluru,Full-Time
18187,Alok,Sales Manager,17-01-2013,126612,Kolkata,Contract
18189,Chirag,Sales Manager,03-04-2017,180335,Mumbai,On Leave
18190,Meena,Sales Manager,12-04-2013,58628,Thiruvananthapuram,Retired
18191,Sunil,Chief Financial Officer (CFO),28-09-2025,180854,Dubai,On Leave
18192,Vivek,Technical Architect,27-01-2023,192126,San Francisco,Freelance
18193,Rekha,Operations Manager,11-10-2020,261061,Chennai,Freelance
18194,Sneha,Graphic Designer,03-07-2015,65669,Hyderabad,Contract
18196,Gaurav,Project Coordinator,13-08-2002,133189,Sydney,Resigned
18197,Sneha,Chief Technology Officer (CTO),11-04-2018,167293,Nagpur,Terminated
18198,Arjun,HR Manager,10-03-2020,71169,Berlin,Part-Time
18199,Anjali,Customer Support Specialist,08-11-2023,245905,Coimbatore,On Leave
18200,Jyoti,System Administrator,14-05-2002,103203,Tokyo,Part-Time
18202,Suresh,Graphic Designer,15-06-2006,99363,Sydney,Part-Time
18203,Chirag,Team Lead,05-10-2006,268661,Gurgaon,Internship
18204,Varun,UI/UX Designer,30-04-2015,129895,Gurgaon,On Leave
18205,Suresh,Graphic Designer,23-01-2006,138715,Noida,Terminated
18207,Divya,Operations Manager,19-03-2004,171883,Paris,Resigned
18209,Anjali,System Administrator,15-01-2021,297697,Kolkata,Part-Time
18210,Farhan,Operations Manager,07-10-2021,137401,Jaipur,Resigned
18211,Priya,Marketing Executive,31-03-2000,107453,Chennai,Resigned
18212,Chirag,HR Manager,16-09-2014,25010,Berlin,Terminated
18213,Rakesh,Machine Learning Engineer,05-07-2008,167887,Lucknow,Resigned
18217,Tina,Machine Learning Engineer,12-10-2018,89505,London,Resigned
18218,Suresh,Product Manager,06-07-2018,16807,Nagpur,Contract
18220,Nitin,Intern,21-05-2002,134254,Chennai,Internship
18222,Anjali,Sales Manager,19-09-2023,175609,Sydney,Freelance
18223,Sanjay,HR Manager,06-10-2024,108063,Hyderabad,Terminated
18226,Kavita,Legal Advisor,01-11-2000,239433,Kolkata,On Leave
18228,Komal,Data Analyst,11-05-2010,46755,Chennai,Retired
18230,Raj,IT Support,16-09-2017,84053,Sydney,Probation
18231,Jyoti,Research Scientist,20-04-2014,273142,Indore,Freelance
18232,Rohan,UI/UX Designer,16-08-2015,168757,Toronto,Freelance
18233,Meena,System Administrator,05-01-2003,208949,London,On Leave
18234,Rakesh,Sales Manager,01-11-2024,270097,Dubai,Retired
18235,Swati,Content Writer,05-12-2024,185974,Dubai,Probation
18237,Harsh,Team Lead,16-05-2003,78516,Gurgaon,Retired
18239,Swati,Operations Manager,23-02-2018,150767,Thiruvananthapuram,On Leave
18241,Neha,System Administrator,14-10-2014,199767,Delhi,Full-Time
18243,Priya,Recruiter,30-04-2009,77641,Dubai,Probation
18245,Maya,Chief Financial Officer (CFO),15-12-2008,271200,Berlin,Full-Time
18246,Seema,Software Engineer,03-05-2009,38550,Lucknow,Resigned
18247,Rahul,System Administrator,06-09-2014,261252,Chandigarh,Retired
18248,Varun,Software Engineer,15-07-2008,233007,Singapore,Resigned
18254,Suresh,Graphic Designer,02-02-2022,175950,Bengaluru,Resigned
18255,Raj,Customer Support Specialist,20-03-2018,42789,London,Terminated
18256,Rohan,Software Engineer,25-04-2012,68120,San Francisco,Internship
18258,Nitin,Content Writer,06-01-2002,86085,Paris,Part-Time
18259,Rakesh,Software Engineer,04-06-2002,204381,Hyderabad,Resigned
18260,Akash,Marketing Executive,05-08-2016,155429,Paris,Part-Time
18261,Manoj,Financial Analyst,22-02-2018,245442,Noida,Resigned
18262,Anjali,Marketing Executive,18-07-2002,189542,Toronto,Freelance
18263,Varun,Recruiter,16-10-2025,123158,Gurgaon,Terminated
18265,Ishita,Financial Analyst,24-04-2021,66608,Coimbatore,Terminated
18266,Sunil,Research Scientist,06-02-2001,294785,Berlin,Contract
18267,Tina,Intern,04-10-2017,120401,Berlin,Probation
18268,Alok,Cloud Engineer,08-07-2012,48364,Chandigarh,Contract
18269,Raj,IT Support,24-07-2022,228822,Coimbatore,Full-Time
18270,Arjun,IT Support,15-04-2001,120614,Delhi,Probation
18271,Ajay,Chief Technology Officer (CTO),07-06-2022,221733,Berlin,Contract
18272,Ravi,Team Lead,15-06-2024,230487,Bengaluru,Contract
18273,Sanjay,DevOps Engineer,04-04-2012,135585,Mumbai,Part-Time
18274,Swati,Sales Manager,22-06-2022,194617,Chennai,Part-Time
18278,Chirag,Sales Manager,17-10-2002,100753,Nagpur,Full-Time
18279,Ravi,Chief Technology Officer (CTO),31-03-2020,298595,Chandigarh,Retired
18281,Arjun,Intern,17-12-2012,184128,Nagpur,Internship
18283,Lokesh,IT Support,09-06-2012,86822,Ahmedabad,Terminated
18284,Maya,Machine Learning Engineer,26-08-2024,15771,Sydney,Part-Time
18285,Maya,Software Engineer,20-12-2016,271446,Lucknow,Terminated
18286,Shreya,Recruiter,24-04-2021,296342,Bengaluru,Resigned
18287,Tina,Quality Assurance Engineer,02-03-2009,83293,Kolkata,Internship
18288,Akash,Sales Manager,06-03-2020,30421,Kolkata,Contract
18290,Alok,System Administrator,14-05-2001,112378,Hyderabad,Full-Time
18291,Ritu,DevOps Engineer,27-05-2003,255652,Bengaluru,Resigned
18292,Gaurav,Customer Support Specialist,10-12-2006,294378,Gurgaon,Terminated
18293,Pallavi,Software Engineer,12-04-2007,229456,Noida,Retired
18294,Sunil,Team Lead,22-05-2007,246107,London,Resigned
18295,Pankaj,Chief Technology Officer (CTO),09-09-2016,190291,Chandigarh,On Leave
18297,Harsh,DevOps Engineer,18-08-2009,186138,Ahmedabad,Retired
18298,Ravi,Content Writer,24-06-2001,116766,Pune,Internship
18299,Arjun,Quality Assurance Engineer,12-08-2009,146633,Nagpur,Probation
18300,Nitin,Cloud Engineer,12-02-2021,228417,Lucknow,Resigned
18301,Nisha,Research Scientist,24-11-2008,18769,London,Freelance
18302,Neha,DevOps Engineer,25-06-2003,103761,Sydney,Full-Time
18303,Maya,Data Analyst,27-03-2021,60263,Gurgaon,Part-Time
18304,Mohit,Customer Support Specialist,15-08-2009,72310,Tokyo,Internship
18306,Sunil,HR Manager,13-03-2024,46715,Dubai,On Leave
18308,Vivek,DevOps Engineer,19-08-2007,70949,Pune,Internship
18310,Ishita,Business Analyst,09-09-2023,43900,Singapore,Internship
18312,Jyoti,Business Analyst,23-09-2014,208605,Noida,Freelance
18313,Gaurav,Team Lead,07-08-2000,53757,Gurgaon,Freelance
18314,Nisha,Team Lead,15-01-2020,287357,Delhi,On Leave
18315,Gaurav,Content Writer,18-02-2005,93715,Lucknow,Full-Time
18317,Raj,Chief Executive Officer (CEO),03-10-2001,127479,Dubai,Internship
18318,Rakesh,Intern,26-03-2016,136134,Delhi,Full-Time
18319,Pankaj,DevOps Engineer,09-07-2013,213809,Chennai,Resigned
18321,Manoj,Intern,15-09-2002,181595,Coimbatore,Internship
18322,Rekha,IT Support,12-01-2014,201197,Chennai,Terminated
18323,Gaurav,Research Scientist,27-11-2001,47839,Dubai,On Leave
18324,Anita,Financial Analyst,03-06-2019,79273,Gurgaon,Internship
18325,Pallavi,HR Manager,21-04-2025,165106,Sydney,Freelance
18326,Divya,Product Manager,01-11-2019,111193,San Francisco,Full-Time
18327,Chirag,Software Engineer,04-01-2018,299691,Chennai,Freelance
18328,Pankaj,IT Support,10-04-2022,106843,Toronto,On Leave
18330,Komal,Data Analyst,24-08-2003,255840,Chandigarh,Part-Time
18331,Sakshi,Business Analyst,16-12-2022,148426,Hyderabad,Retired
18332,Arjun,Business Analyst,28-03-2000,276329,Mumbai,Terminated
18333,Harsh,Data Analyst,28-09-2021,190468,Berlin,Retired
18334,Arjun,DevOps Engineer,30-11-2011,217088,San Francisco,Probation
18335,Sanjay,Chief Executive Officer (CEO),16-11-2001,64624,Chandigarh,Resigned
18336,Karan,System Administrator,07-06-2011,21488,Berlin,Retired
18338,Kavita,HR Manager,08-03-2014,146642,Jaipur,Internship
18339,Sonali,Team Lead,09-09-2005,233872,Lucknow,Full-Time
18340,Vikas,Marketing Executive,19-06-2013,253978,Nagpur,Part-Time
18341,Pooja,Machine Learning Engineer,29-01-2025,218513,Nagpur,Part-Time
18342,Nisha,DevOps Engineer,21-12-2008,271811,Lucknow,Part-Time
18343,Gaurav,Content Writer,26-06-2017,163373,Singapore,On Leave
18345,Farhan,Software Engineer,30-04-2023,113127,San Francisco,Probation
18346,Meena,Chief Technology Officer (CTO),19-09-2019,252430,Chennai,Part-Time
18347,Gaurav,Business Analyst,10-07-2023,131975,Gurgaon,Part-Time
18349,Nitin,Operations Manager,30-04-2018,56613,Nagpur,Retired
18350,Alok,UI/UX Designer,13-11-2006,280508,Jaipur,Terminated
18351,Akash,Project Coordinator,16-01-2018,59765,Noida,Freelance
18352,Swati,Financial Analyst,03-02-2018,239504,Singapore,Probation
18354,Ritu,Content Writer,06-02-2013,57688,Noida,Retired
18355,Neha,Legal Advisor,15-02-2012,186268,Coimbatore,Freelance
18356,Pankaj,Chief Executive Officer (CEO),04-03-2007,26339,San Francisco,Contract
18357,Lokesh,Chief Technology Officer (CTO),06-06-2019,161848,Paris,Full-Time
18359,Alok,Intern,26-12-2009,92274,Delhi,Part-Time
18360,Raj,HR Manager,11-09-2021,164842,San Francisco,Terminated
18361,Akash,Legal Advisor,02-07-2017,119652,London,Internship
18362,Divya,Graphic Designer,29-10-2019,57187,New York,Probation
18363,Arjun,Operations Manager,28-04-2023,183552,Jaipur,Contract
18364,Seema,Cloud Engineer,22-10-2013,293354,Gurgaon,On Leave
18367,Divya,Chief Executive Officer (CEO),07-11-2006,37199,Chandigarh,Terminated
18369,Jyoti,Content Writer,11-07-2011,133391,Lucknow,Part-Time
18371,Raj,Research Scientist,05-02-2022,93092,Nagpur,On Leave
18373,Raj,Machine Learning Engineer,25-11-2004,200841,Toronto,Probation
18374,Chirag,Data Analyst,31-05-2016,241780,Berlin,Full-Time
18376,Karan,Technical Architect,15-05-2014,131414,London,Retired
18377,Rekha,Chief Financial Officer (CFO),10-03-2020,44872,Toronto,Resigned
18378,Sanjay,Customer Support Specialist,04-06-2004,69101,Delhi,On Leave
18379,Swati,Chief Executive Officer (CEO),01-04-2013,90980,Paris,Freelance
18380,Sanjay,Chief Technology Officer (CTO),16-09-2002,201968,Bengaluru,Part-Time
18381,Vikas,Technical Architect,08-03-2019,111820,Kolkata,Freelance
18382,Alok,Chief Technology Officer (CTO),17-01-2015,53893,Tokyo,Retired
18383,Akash,IT Support,08-04-2010,197986,Delhi,Probation
18384,Pallavi,Financial Analyst,11-05-2017,40276,Jaipur,Terminated
18386,Amit,Product Manager,15-04-2006,90666,Nagpur,Contract
18387,Priya,Financial Analyst,07-01-2025,124180,Chandigarh,Contract
18388,Komal,Intern,11-06-2013,57356,Sydney,Contract
18389,Nisha,UI/UX Designer,22-08-2001,50799,Singapore,On Leave
18390,Rakesh,Chief Financial Officer (CFO),26-07-2023,100078,Nagpur,Full-Time
18391,Seema,Chief Financial Officer (CFO),06-04-2003,219373,Dubai,Part-Time
18392,Priya,Product Manager,20-03-2016,101869,Delhi,Freelance
18393,Sneha,Graphic Designer,20-03-2007,256063,Hyderabad,Contract
18394,Meena,Quality Assurance Engineer,13-10-2019,255899,Thiruvananthapuram,Probation
18395,Farhan,Graphic Designer,14-05-2006,50839,Tokyo,Contract
18396,Tina,Team Lead,26-09-2020,123382,Tokyo,Freelance
18397,Ishita,Technical Architect,15-03-2010,93956,Chandigarh,Internship
18398,Varun,HR Manager,08-04-2000,199483,New York,Probation
18399,Swati,Chief Financial Officer (CFO),10-04-2023,212799,Berlin,On Leave
18400,Swati,System Administrator,26-07-2022,181082,Singapore,Terminated
18401,Vivek,Team Lead,04-12-2020,221644,Mumbai,Freelance
18402,Sonali,Sales Manager,18-06-2018,276926,Pune,Retired
18403,Jyoti,Business Analyst,21-08-2015,232780,Coimbatore,Full-Time
18404,Akash,Chief Executive Officer (CEO),24-11-2010,117889,Coimbatore,Probation
18406,Meena,Business Analyst,27-03-2015,242678,Sydney,On Leave
18407,Ritu,Business Analyst,22-03-2002,98650,Chandigarh,Retired
18409,Sneha,Research Scientist,18-05-2013,109267,Noida,Terminated
18410,Ajay,Chief Financial Officer (CFO),11-12-2016,95336,Bengaluru,Probation
18411,Maya,Research Scientist,16-11-2024,293286,Paris,Part-Time
18412,Vikas,Accountant,02-09-2016,166739,Singapore,Internship
18413,Komal,Technical Architect,04-06-2014,133137,Ahmedabad,Resigned
18414,Ajay,Quality Assurance Engineer,07-04-2001,258437,San Francisco,Resigned
18415,Amit,Cloud Engineer,13-07-2020,78335,Singapore,Freelance
18416,Swati,Cloud Engineer,13-09-2000,147055,Toronto,Resigned
18417,Gaurav,Project Coordinator,26-11-2010,235693,Kolkata,Resigned
18419,Rohan,Research Scientist,30-09-2016,111469,Thiruvananthapuram,Contract
18420,Mohit,HR Manager,14-02-2003,140722,Singapore,On Leave
18421,Alok,DevOps Engineer,15-08-2008,138228,London,Part-Time
18422,Rakesh,Customer Support Specialist,03-10-2025,40490,London,Probation
18426,Tina,Operations Manager,06-04-2022,160770,Sydney,Part-Time
18429,Amit,Software Engineer,22-04-2007,246252,New York,Resigned
18430,Tina,Technical Architect,05-04-2008,97575,Thiruvananthapuram,Internship
18431,Akash,HR Manager,28-06-2003,232597,Paris,Terminated
18433,Ajay,Sales Manager,31-03-2013,140494,Jaipur,Full-Time
18434,Pankaj,Content Writer,19-04-2019,94732,San Francisco,Retired
18435,Sakshi,Content Writer,25-12-2022,40991,Jaipur,Part-Time
18437,Harsh,Product Manager,09-09-2000,250498,Delhi,Terminated
18439,Farhan,Product Manager,28-06-2012,136033,Nagpur,Internship
18440,Divya,Team Lead,01-12-2007,70860,Tokyo,On Leave
18441,Chirag,System Administrator,08-07-2010,258624,Thiruvananthapuram,Full-Time
18442,Ajay,Financial Analyst,26-09-2008,109676,Thiruvananthapuram,Probation
18443,Sakshi,Cloud Engineer,29-01-2011,189907,Gurgaon,Full-Time
18444,Lokesh,DevOps Engineer,25-06-2003,187729,Jaipur,Full-Time
18446,Anita,Data Analyst,28-03-2023,187653,Gurgaon,Full-Time
18447,Priya,Operations Manager,18-04-2013,264077,Lucknow,On Leave
18448,Rahul,Chief Executive Officer (CEO),21-09-2023,120252,Dubai,Contract
18449,Seema,Data Analyst,15-10-2018,259255,Bengaluru,Full-Time
18450,Maya,Recruiter,30-06-2001,191693,London,Terminated
18451,Seema,Accountant,06-09-2023,46298,Gurgaon,Probation
18452,Rekha,Sales Manager,30-08-2011,228745,Chennai,Full-Time
18453,Farhan,Intern,27-06-2021,288799,San Francisco,Full-Time
18454,Ishita,Project Coordinator,29-10-2014,210830,Chandigarh,Resigned
18455,Varun,Customer Support Specialist,07-11-2012,125652,London,Full-Time
18456,Ravi,Business Analyst,11-07-2007,258808,Lucknow,On Leave
18457,Anjali,HR Manager,20-05-2001,99498,Singapore,Full-Time
18459,Jyoti,Data Analyst,13-12-2014,232710,Hyderabad,Probation
18461,Sneha,Machine Learning Engineer,08-06-2002,289974,Delhi,Internship
18462,Suresh,Technical Architect,02-05-2016,48184,Paris,Retired
18463,Vikas,UI/UX Designer,22-09-2009,70380,Berlin,Full-Time
18464,Sneha,Chief Executive Officer (CEO),28-03-2019,163983,Tokyo,Terminated
18466,Divya,IT Support,01-10-2002,296707,Toronto,Full-Time
18468,Farhan,Team Lead,11-10-2022,103922,Bengaluru,Contract
18469,Rekha,Chief Technology Officer (CTO),30-12-2008,31610,Tokyo,Contract
18470,Harsh,Technical Architect,14-12-2006,53971,Indore,Resigned
18471,Vikas,Data Analyst,02-12-2005,191819,Gurgaon,Part-Time
18472,Lokesh,Legal Advisor,09-12-2018,96022,Ahmedabad,Probation
18473,Rakesh,Accountant,03-12-2019,111319,Coimbatore,Probation
18474,Vikas,Software Engineer,08-04-2018,100236,Chandigarh,Part-Time
18475,Ajay,Marketing Executive,22-09-2018,19956,Delhi,Terminated
18477,Anjali,UI/UX Designer,20-03-2010,266625,New York,Contract
18479,Vikas,Research Scientist,05-02-2009,53676,Noida,Internship
18480,Sonali,HR Manager,01-03-2017,35514,Thiruvananthapuram,Part-Time
18481,Sneha,UI/UX Designer,01-11-2006,229194,Dubai,Part-Time
18482,Ravi,Accountant,12-02-2020,15993,Pune,Probation
18483,Pankaj,Research Scientist,12-09-2013,202166,Hyderabad,Probation
18484,Divya,Machine Learning Engineer,05-06-2000,133237,Hyderabad,Full-Time
18485,Anjali,DevOps Engineer,26-01-2002,187383,Sydney,Retired
18487,Sunil,Chief Technology Officer (CTO),14-03-2007,264349,Mumbai,On Leave
18488,Sanjay,Chief Technology Officer (CTO),18-04-2009,24419,Paris,Retired
18489,Divya,Research Scientist,12-09-2011,290668,New York,Internship
18490,Vivek,Research Scientist,22-06-2002,275209,Thiruvananthapuram,Resigned
18491,Pankaj,System Administrator,19-05-2018,39564,San Francisco,Terminated
18492,Maya,IT Support,07-09-2010,149548,Coimbatore,Full-Time
18493,Shreya,Marketing Executive,20-11-2021,202955,Chennai,Contract
18494,Sneha,Business Analyst,02-02-2020,112896,Kolkata,Internship
18495,Ajay,UI/UX Designer,19-11-2000,268546,Bengaluru,Full-Time
18496,Rakesh,Chief Executive Officer (CEO),30-08-2001,256012,Lucknow,Terminated
18497,Priya,IT Support,06-05-2004,140487,Lucknow,Retired
18498,Manoj,DevOps Engineer,23-03-2004,222831,Berlin,Retired
18499,Tina,Cloud Engineer,23-05-2007,156049,Pune,Probation
18500,Mohit,Cloud Engineer,30-05-2003,18791,Thiruvananthapuram,Terminated
18501,Arjun,Operations Manager,09-02-2023,94451,Gurgaon,Contract
18502,Gaurav,System Administrator,21-04-2002,68513,Chennai,Internship
18504,Farhan,Chief Executive Officer (CEO),17-03-2011,76245,Gurgaon,Probation
18507,Rekha,IT Support,10-10-2025,139580,Delhi,Part-Time
18509,Karan,Product Manager,02-01-2003,76049,Kolkata,Probation
18510,Farhan,IT Support,24-05-2004,74014,Ahmedabad,Terminated
18511,Nitin,Product Manager,10-05-2011,162865,Coimbatore,On Leave
18512,Nitin,Graphic Designer,25-05-2007,42329,Mumbai,Retired
18513,Komal,System Administrator,02-06-2024,124167,London,On Leave
18514,Pallavi,Sales Manager,24-05-2001,75549,Toronto,Freelance
18515,Divya,Content Writer,14-04-2015,272424,Nagpur,Part-Time
18517,Sanjay,Software Engineer,21-04-2010,251457,Berlin,Contract
18518,Pooja,DevOps Engineer,04-06-2006,203954,Tokyo,Retired
18519,Arjun,HR Manager,01-05-2022,120332,Hyderabad,Part-Time
18520,Gaurav,Graphic Designer,24-12-2007,244393,Coimbatore,Internship
18521,Chirag,System Administrator,18-03-2025,40228,Ahmedabad,Contract
18522,Vivek,DevOps Engineer,13-02-2015,55315,Chandigarh,On Leave
18523,Mohit,Operations Manager,11-06-2022,107622,Nagpur,Contract
18524,Kavita,Research Scientist,14-01-2003,278898,Chennai,Contract
18526,Arjun,Research Scientist,11-10-2004,166365,Pune,Contract
18527,Divya,Intern,04-05-2012,166555,Noida,Probation
18528,Deepak,Chief Technology Officer (CTO),06-03-2021,113802,Kolkata,Freelance
18529,Akash,Cloud Engineer,13-08-2018,183891,Thiruvananthapuram,Part-Time
18531,Shreya,Financial Analyst,10-02-2025,136035,Noida,Contract
18532,Sakshi,Intern,04-10-2025,32313,Lucknow,Retired
18534,Pooja,Project Coordinator,27-04-2014,175708,Singapore,Terminated
18535,Alok,Chief Executive Officer (CEO),04-11-2005,268757,Jaipur,Part-Time
18536,Ajay,HR Manager,25-06-2021,71998,Bengaluru,Terminated
18537,Pankaj,Graphic Designer,18-05-2020,46450,Tokyo,Resigned
18538,Harsh,Marketing Executive,15-09-2011,27600,Toronto,Retired
18539,Tina,Quality Assurance Engineer,07-12-2009,73304,Singapore,On Leave
18540,Farhan,Sales Manager,16-08-2006,129882,Mumbai,Resigned
18541,Pallavi,Chief Technology Officer (CTO),29-11-2000,113751,Chandigarh,Retired
18543,Jyoti,Technical Architect,26-02-2018,110353,Berlin,On Leave
18544,Neha,Operations Manager,10-08-2008,98755,Paris,Contract
18545,Pooja,IT Support,19-12-2010,158818,Jaipur,Full-Time
18548,Pallavi,Research Scientist,09-05-2017,62416,Pune,Contract
18549,Pallavi,Sales Manager,03-01-2005,192339,Nagpur,Resigned
18550,Rakesh,Product Manager,22-07-2012,43651,Paris,Resigned
18551,Varun,Product Manager,22-08-2025,282218,Berlin,Freelance
18552,Vivek,UI/UX Designer,07-09-2008,230498,Nagpur,Terminated
18553,Vivek,Cloud Engineer,01-10-2005,104039,Jaipur,Probation
18554,Nisha,System Administrator,07-04-2025,243523,Chandigarh,Part-Time
18555,Suresh,DevOps Engineer,24-07-2014,195464,Nagpur,Resigned
18556,Gaurav,Business Analyst,27-01-2004,87438,Dubai,Terminated
18557,Kavita,Sales Manager,14-04-2008,111623,Dubai,Resigned
18559,Sneha,Recruiter,09-07-2010,172646,Bengaluru,Freelance
18561,Jyoti,Content Writer,10-06-2018,206946,Lucknow,Probation
18563,Raj,Accountant,24-02-2010,94861,Pune,Part-Time
18565,Sonali,Accountant,21-12-2009,45305,Indore,On Leave
18567,Harsh,Data Analyst,09-07-2004,84544,Thiruvananthapuram,Terminated
18568,Varun,Business Analyst,29-11-2016,111858,Coimbatore,Resigned
18569,Gaurav,Legal Advisor,03-07-2003,216689,Mumbai,Resigned
18571,Priya,Quality Assurance Engineer,11-11-2024,146596,Coimbatore,Full-Time
18573,Ishita,Product Manager,11-01-2024,254441,Kolkata,Part-Time
18574,Arjun,Operations Manager,19-06-2014,42949,London,Terminated
18575,Manoj,Content Writer,05-06-2024,127865,London,Part-Time
18576,Komal,UI/UX Designer,22-11-2020,21875,San Francisco,Freelance
18577,Amit,IT Support,31-01-2002,85877,Bengaluru,Retired
18580,Farhan,Intern,30-05-2012,174919,Singapore,Part-Time
18581,Nisha,UI/UX Designer,07-11-2014,110454,Berlin,Probation
18582,Rohan,Technical Architect,22-08-2002,208644,London,Full-Time
18584,Farhan,Customer Support Specialist,11-01-2020,218009,Chennai,Resigned
18585,Ishita,Recruiter,19-12-2006,137149,Chandigarh,Part-Time
18586,Arjun,Content Writer,24-04-2025,123878,Chandigarh,Freelance
18588,Sunil,Machine Learning Engineer,05-04-2007,245028,Jaipur,Terminated
18589,Sanjay,Sales Manager,21-09-2015,239541,Delhi,Terminated
18590,Maya,Software Engineer,22-06-2012,139288,Singapore,Resigned
18591,Lokesh,Machine Learning Engineer,07-03-2003,205555,Gurgaon,Part-Time
18592,Pankaj,Financial Analyst,01-08-2023,143006,Dubai,Retired
18593,Ravi,Product Manager,19-04-2014,278396,Pune,Full-Time
18594,Komal,System Administrator,16-02-2014,198209,Pune,Freelance
18595,Suresh,Cloud Engineer,29-05-2015,295362,Singapore,Full-Time
18597,Nitin,Accountant,18-10-2002,251020,Pune,Retired
18598,Vivek,Financial Analyst,30-11-2020,111898,Sydney,Terminated
18599,Vikas,Legal Advisor,17-07-2019,129600,Hyderabad,On Leave
18600,Rakesh,Financial Analyst,20-07-2015,202240,Paris,Part-Time
18601,Maya,Operations Manager,20-07-2001,27236,Hyderabad,Part-Time
18602,Meena,Project Coordinator,17-06-2014,235756,Sydney,Contract
18603,Arjun,Customer Support Specialist,21-09-2018,107924,Ahmedabad,Internship
18604,Nitin,Operations Manager,10-06-2000,87930,Ahmedabad,On Leave
18605,Sneha,Legal Advisor,28-12-2001,90134,Lucknow,Retired
18606,Nisha,Marketing Executive,05-06-2005,150876,Chennai,Resigned
18607,Nitin,Intern,25-08-2003,246655,Tokyo,Freelance
18608,Jyoti,DevOps Engineer,31-01-2023,164528,Toronto,Resigned
18609,Akash,Business Analyst,08-04-2015,181662,Mumbai,Internship
18610,Ishita,Business Analyst,01-04-2025,135212,Paris,Probation
18611,Ravi,UI/UX Designer,04-10-2003,270730,Ahmedabad,Full-Time
18612,Ishita,Software Engineer,21-03-2025,289574,Chennai,Internship
18613,Deepak,Chief Financial Officer (CFO),24-07-2025,184263,Pune,Internship
18614,Neha,System Administrator,28-02-2016,242812,Indore,Full-Time
18615,Maya,Quality Assurance Engineer,04-10-2000,153083,New York,Terminated
